ἀάατον
ἀάασθαι
ἀάατον
ἀάασαι
ἀασάμην
ἄατος
ἀβάλε
ἄβαλεν
ἄβαπτος
ἄβατον
ἀβασάνιστος
ἀβδέλυκτα
ἀβέβηλος
ἀβελτερία
ἀβέλτερος
ἀβίωτον
ἀβλεπτήματι
ἀβληχρήν
ἄβολος
ἀβούλητον κακόν
ἀβουλία
ἀβούλως
ἀβουλεῖν
ἀβόλως
ἀβολήσας
ἀβολητύς
ἄβου
ἁβρὰ βαίνων
ἄβρα
ἄβραι
ἀβραμιαῖος
ἁβροδιαίτῃ
ἁβροδίαιτος
ἁβρὸς λειμών
ἁβρός
ἁβροσύνη
ἁβροκόμης
ἀβροτήμων
ἁβρότητι
ἄβροτον
ἁβροχίτων
ἁβρύνεται
ἀβύρβηλον
ἄβυδον
ἄβυδος
ἀβυδοκόμης
ἄβαρις
ἄβρωτος
ἀβακέως
ἀβακηνούς
ἀβακήμων
ἀβακῆσαι
ἀβάκητον
ἀβάκιον
ἄβακτον καὶ ἄβυκτον
ἄβατος ὁδός
ἀβέβηλος
ἄβιος
ἀβούλητον κακόν
ἀβυρτάκη
ἀγάθαρχος
ἀγαθά
ἄγαλμα
ἀγαθικά
ἀγάλλει
ἀγάλλων
ἀγαλματοφορούμενος
ἀγάμενος
ἀγάννιφον
ἀγανοφροσύνη
ἀγανώπιδος
ἄγνον
ἄγνοια
ἀγνῶτα
ἀγωνιᾷν
ἄγμα
ἄγος
ἀγαπητὰ ἤθη
ἀγαπητόν
ἀγαπᾷν
ἀγάσαιτο
ἀγαστοῦ
ἀγαπησμός
ἀγάστονος
ἀγασθῶ τινί
ἀγαπῴην ἄν
ἄγγαρος
ἀγαυρίαμα
ἀγγελιαφόρος
ἀγγαροφορεῖν
ἄγγαροι
ἄγε δῆτα
ἄγειν καὶ φέρειν
ἀγάσματα
ἀγηοχώς
ἀγείρει
ἀγελαίων
ἀγελαῖος
ἀγεννῶς
ἀγέραστος
ἀγερωχία
ἀγέρωχος
ἄγεται
ἀγεύστου θοίνης
ἄγευστοι
ἀγητός
ἄγη
ἀγερσικύβηλιν
ἄγραυλος
ἄγασθαι
ἀγόρασιν
ἀγών
ἀγερμός
ἀγοράσω
ἄγυνον
ἄγραι
ἀγλευκής
ἀγκωλιάδειν
ἀγαθὸν δαίμονα
ἀγκαλίδας ἕλκειν
ἀγοραῖος
ἀγκυρίσας
ἁγίζειν
ἀγάλματα Ἑκάτης
ἀγκαλίζει
ἄγλιθες
ἀγυιεύς
ἀγκύλη
ἄγις
ἀγαθῶς
ἀγορά
ἄγυρμα
ἀγοράν
ἄγημα
ἀγήνωρ
ἀγήρω
ἁγιάσαι
ἀγενής
ἁγιάσατε
ἁγιστείας
ἁγιστεύειν
ἁγιστεύσαντες
ἀγκαλίδα
ἀγῆλαι
ἀγλαΐσαι
ἀγηλατεῖν
ἀγκιστρεύει
ἀγκύλια
ἀγκυλομῆται
ἀγκύλον
ἀγκυλόχειλος
ἀγανόφρονες
ἀγασικλῆς
ἀγησίλαος
ἀγίσαι
ἀγνούσιος
ἀκρατῶς ἐλαύνοντα
ἀγλαΐα
ἀγλαόκοιτος
ἀγλαότιμον
ἀγλευκές
ἀγλευκέστερον
ἀγλωττία
ἄγμασιν
ἄγλαυρος
ἁγνίας
ἁγνεία
ἀγνῶτας
ἄγνυται
ἀγνωμόνως
ἄγοι
ἀγομένων τῶν ἡμετέρων
ἀγοράζει
ἀγοραίαν
ἀγοράς
ἀγορανόμοι
ἀγοραῖοι
ἀγορήν
ἀγορᾷν
ἀγορανομίας
ἀγορᾶς ὥρα
ἀγορηταί
ἀγός
ἄγος
ἄγραυλοι
ἀγροῖκος
ἄγραφα
ἀγροῖκος
ἀγρόμενοι
ἀγριόθυμος
ἀγυρμός
ἄγουσιν ἑορτὴν οἱ κλέπται
ἀγύρτης
ἄγριον ὑποβλέπει με
ἀγρονόμοι
ἀγρότας
ἀγραφίου
ἀγοράσω
ἀγύῤῥιος
ἀγυιᾶς
ἀγρῶσται
ἀγυρτικά
ἀγυρτώδη
ἀγυιαί
ἀγχίμαχος
ἄγχι
ἀγχίθυρος
ἀγχίσποροι
ἀγρίους
ἀγρυλῆθεν
ἀγχίμολον
ἀγχίνοια
ἀγχίνους
ἄγχιστα
ἀγχιστεία
ἀγχιστίνδην
ἀγχίστροφοι
ἀγχοῦ
ἀγχωμάλου
ἀγώγιον
ἀγχιτέρμων
ἀγώγιμος
ἀγωγεῖ
ἀγωνίᾳ
ἀγωγή
ἀγωγίμων
ἀγωγόν
ἀγωγούς
ἀγωνιῶ
ἀγωνιᾷν
ἀγωνιῶντες
ἀγωνοθέτης
ἀγαθοεργοί
ἀγαθὸς φαγεῖν
ἀγαθοῦ πόματος
ἄγαιον
ἀγνώμονες
ἄγραι
ἀγαλμός
ἀγάλλιος
ἄγαλμα
ἀγανακτῶν
ἀγανακτῶ σου
ἀγανακτικόν καὶ ἀγανακτητέον
ἀγανάκτησις
ἄγαν ἐγκεῖσθαι τῷδε
ἀγαλματοποιία
